up_id,dn_id,region,facc_up,facc_dn,facc_drop,drop_pct,wse_up,wse_dn,river_name,severity
35414300021,35414300471,AS,330595.9354,14226.0293,316369.9061,95.6968529323304,2.0,1.800000071525574,NODATA,Extreme (>90%)
35417200141,35417200981,AS,5292.1578,1226.8184,4065.3394,76.81818180100373,3.600000143051147,3.299999952316284,NODATA,Major (50-90%)
35419400071,35419400641,AS,22272.6156,2592.8639,19679.7517,88.358511875902,27.100000381469727,17.399999618530273,NODATA,Major (50-90%)
42249500091,42249500301,AS,243198.8019,102340.0381,140858.7638,57.91918492177407,144.3000030517578,143.3000030517578,Nen River,Major (50-90%)
42264400051,42264400581,AS,14349.9953,4447.969,9902.026300000001,69.0036901963306,221.90000915527344,222.0,Nora,Major (50-90%)
42273000331,42273000491,AS,809270.1766,101764.5132,707505.6634,87.4251497037065,243.6999969482422,243.1999969482422,Amur,Major (50-90%)
42286700081,42286700191,AS,14415.259765625,5174.7086,9240.551165625,64.10256433713568,687.6250305175781,681.1000366210938,Ingoda,Major (50-90%)
11544000031,11544000063,AF,24743.7557,2274.965,22468.7907,90.80590259788251,365.70001220703125,362.0,NODATA,Extreme (>90%)
11545300051,11545300271,AF,100965.0695,76221.3138,24743.755699999994,24.507243765132053,365.70001220703125,365.70001220703125,NODATA,Minor (10-25%)
11545300051,11545300041,AF,100965.0695,24743.7557,76221.3138,75.49275623486794,365.70001220703125,365.70001220703125,NODATA,Major (50-90%)
11720100135,11720100145,AF,51076.164,18387.419,32688.744999999995,64.00000007831441,3.600000143051147,2.700000047683716,Tana River,Major (50-90%)
11720100135,11720100105,AF,51076.164,32688.745,18387.418999999998,35.999999921685585,3.600000143051147,3.600000143051147,Tana River,Moderate (25-50%)
11720300033,11720300025,AF,61927.2877,10851.1237,51076.164000000004,82.4776377215694,13.800000190734863,12.90000057220459,Tana River,Major (50-90%)
11720300033,11720300105,AF,61927.2877,51076.164,10851.123700000004,17.522362278430617,13.800000190734863,13.699999809265137,Tana River,Minor (10-25%)
11720500021,11720500121,AF,59107.8744,20020.4091,39087.465299999996,66.12903220894711,33.10000228881836,29.100000381469727,Tana River,Major (50-90%)
11720500021,11720500011,AF,59107.8744,39087.4653,20020.409099999997,33.87096779105289,33.10000228881836,25.100000381469727,Tana River,Moderate (25-50%)
11743000141,11743000191,AF,250216.7261,70060.6833,180156.0428,72.00000000319723,55.79999923706055,49.5,Rufiji,Major (50-90%)
11743000141,11743000131,AF,250216.7261,180156.0428,70060.6833,27.99999999680277,55.79999923706055,49.5,Rufiji,Moderate (25-50%)
11743000091,11743000081,AF,240544.9526,11816.2433,228728.7093,95.08771929226504,60.0,58.900001525878906,Rufiji,Extreme (>90%)
11744600021,11744500081,AF,74087.7814,15053.6926,59034.088800000005,79.68127494772033,245.90000915527344,244.90000915527344,Kilombero River,Major (50-90%)
11744600051,11744600231,AF,46179.3575,2439.6095,43739.748,94.71709951789606,247.8000030517578,247.1999969482422,Kilombero River,Extreme (>90%)
11744600081,11744600071,AF,7358.2035,2896.9305,4461.272999999999,60.629921420357554,253.40000915527344,251.5,Kilombero River,Major (50-90%)
11744600081,11744600241,AF,7358.2035,4461.273,2896.9304999999995,39.37007857964243,253.40000915527344,252.10000610351562,Kilombero River,Moderate (25-50%)
11744800031,11744800021,AF,25336.7272,7094.2836,18242.443600000002,72.00000006314944,282.0,279.0,NODATA,Major (50-90%)
11744800031,11744800191,AF,25336.7272,18242.4436,7094.2836000000025,27.99999993685057,282.0,279.1000061035156,NODATA,Moderate (25-50%)
11747000161,11747000181,AF,25965.7525165665,21952.8635,4012.8890165665,15.454545420958713,726.7999877929688,726.7999877929688,Great Ruaha,Minor (10-25%)
23281000101,23281000091,EU,240990.3415,120495.1708,120495.1707,49.99999997925228,3.0,2.100000143051147,Elbe,Moderate (25-50%)
17300000655,17300000644,AF,508596.4767,259245.6749,249350.8018,49.027237352861505,11.800000190734863,9.90000057220459,Damietta Branch,Moderate (25-50%)
32100400041,32100400031,AS,26396.5514,14556.9217,11839.6297,44.8529412823222,3.0,2.0,NODATA,Moderate (25-50%)
43670300073,43670300065,AS,4465.61083984375,2525.1584,1940.4524398437502,43.453236509781625,0.600000023841858,0.600000023841858,Moyang River,Moderate (25-50%)
81189000101,81189000091,NA,8158.43408203125,4219.8797,3938.5543820312496,48.27586203957716,137.40000915527344,136.8000030517578,North Fork Kuskokwim River,Moderate (25-50%)
73290000371,73290000361,NA,5299.78466796875,2649.8923,2649.89236796875,50.000000641240675,56.5,56.5,Chickasawhay River,Major (50-90%)
22733000011,22732000091,EU,865076.8796,335386.2512,529690.6284,61.23046874688431,9.100000381469727,8.90000057220459,NODATA,Major (50-90%)
28283000041,28283000031,EU,202461.9962,108124.5665,94337.4297,46.595129688837865,59.20000076293945,58.70000076293945,NODATA,Moderate (25-50%)
22204000885,22204000875,EU,5128.7236328125,363.8225,4764.9011328125,92.90617849493118,1.399999976158142,2.600000143051147,NODATA,Extreme (>90%)
82291000071,82291000061,NA,544162.577,272081.2885,272081.2885,50.0,208.60000610351562,208.60000610351562,Peace River,Moderate (25-50%)
67207000771,67207000905,SA,1791.77197265625,1004.9091,786.86287265625,43.91534663251534,0.800000011920929,0.800000011920929,NODATA,Moderate (25-50%)
67207000771,67207000765,SA,1791.77197265625,786.8628,1004.90917265625,56.08465742247889,0.800000011920929,0.800000011920929,NODATA,Major (50-90%)
22190400084,22190400071,EU,1714.7743,1336.824,377.95029999999997,22.04081901624021,106.94999694824219,96.60000610351562,Enguri,Minor (10-25%)
42217000051,42217000041,AS,5629784.6841,4984072.0858,645712.5983000007,11.469578936538438,22.399999618530273,22.399999618530273,Amur,Minor (10-25%)
52132000121,52132000111,OC,12898.015625,5980.3144,6917.701225,53.63384125222751,1.200000047683716,1.299999952316284,NODATA,Major (50-90%)
52160100025,52160100015,OC,36825.9244,19241.5993,17584.325100000002,47.749853904549916,0.0,0.0,NODATA,Moderate (25-50%)
45311500065,45311300365,AS,402980.2839,256833.3661,146146.91779999997,36.26651814962404,0.0,0.0,Dangmari River,Moderate (25-50%)
45311300255,45311300755,AS,629170.7328,109033.841,520136.8918,82.67022998435314,0.0,0.0,Dangmari River,Major (50-90%)
71230600693,71230600683,NA,3507.8916,2348.7569,1159.1347,33.04362939835428,265.1000061035156,264.8000183105469,NODATA,Moderate (25-50%)
78390100031,78390100055,NA,55034.3983,46361.8958,8672.502500000002,15.758330731127485,0.0,0.0,Stikine River,Minor (10-25%)
61541000081,61538000031,SA,50195.0755,25097.5377,25097.5378,50.00000009961136,37.29999923706055,37.29999923706055,NODATA,Major (50-90%)
62294100671,62294100661,SA,522658.1652,439797.7244,82860.44079999998,15.853658531918786,48.900001525878906,48.70000076293945,NODATA,Minor (10-25%)
22780500393,22780500383,EU,27241.0927,16597.4873,10643.6054,39.07187394138562,212.60000610351562,210.1999969482422,Drava,Moderate (25-50%)
23250700205,23250700445,EU,5918.3512,1178.1261,4740.2251,80.09367710385284,0.5,0.200000002980232,La Meuse,Major (50-90%)
23250801221,23250801464,EU,8532.5366,4700.4204,3832.1161999999995,44.91180500766911,62.0,59.400001525878906,La Meuse,Moderate (25-50%)
23261000481,23261001721,EU,87284.8766,56986.168,30298.708600000005,34.712437916192236,8.199999809265137,8.199999809265137,IJssel,Moderate (25-50%)
26145000211,26145000471,EU,602571.97,43311.5522,559260.4177999999,92.8122192275223,37.900001525878906,39.10000228881836,Northern Dvina,Extreme (>90%)
28311900141,28311900551,EU,3989622.6021,2113873.217,1875749.3850999996,47.01570980956118,-7.400000095367432,-8.40000057220459,Volga,Moderate (25-50%)
14273700041,14273700091,AF,1200384.5789,600192.2895,600192.2894000001,49.99999999583468,202.0,201.8000030517578,Niger River,Moderate (25-50%)
14279000861,14279001271,AF,55751.1947,5297.6248,50453.5699,90.49773762067919,262.70001220703125,263.0,NODATA,Extreme (>90%)
14279000321,14279001411,AF,390732.2689,42020.9663,348711.30260000005,89.24558587948252,260.5,264.6000061035156,Niger River,Major (50-90%)
14279000691,14279001551,AF,19226.5303,5315.5702,13910.960099999998,72.3529408735803,263.3999938964844,263.8000183105469,NODATA,Major (50-90%)
14292000041,14281000271,AF,17894.9797,10736.9878,7157.991899999999,40.000000111763185,270.3999938964844,269.70001220703125,Bani River,Moderate (25-50%)
